,Episodes,Avg_rewards,alpha,gamma,epsilon
7832,78321,430.0,0.6,0.99,0.1
7833,78331,414.7,0.6,0.99,0.1
7834,78341,390.7,0.6,0.99,0.1
7835,78351,441.0,0.6,0.99,0.1
7836,78361,371.3,0.6,0.99,0.1
7837,78371,343.8,0.6,0.99,0.1
7838,78381,417.9,0.6,0.99,0.1
7839,78391,416.6,0.6,0.99,0.1
7840,78401,444.3,0.6,0.99,0.1
7841,78411,407.5,0.6,0.99,0.1
7842,78421,388.3,0.6,0.99,0.1
7843,78431,277.1,0.6,0.99,0.1
7844,78441,359.6,0.6,0.99,0.1
7845,78451,377.7,0.6,0.99,0.1
7846,78461,365.5,0.6,0.99,0.1
7847,78471,374.3,0.6,0.99,0.1
7848,78481,496.1,0.6,0.99,0.1
7849,78491,431.0,0.6,0.99,0.1
7850,78501,339.8,0.6,0.99,0.1
7851,78511,420.0,0.6,0.99,0.1
7852,78521,388.6,0.6,0.99,0.1
7853,78531,312.4,0.6,0.99,0.1
7854,78541,377.4,0.6,0.99,0.1
7855,78551,316.5,0.6,0.99,0.1
7856,78561,316.8,0.6,0.99,0.1
7857,78571,456.5,0.6,0.99,0.1
7858,78581,350.1,0.6,0.99,0.1
7859,78591,329.8,0.6,0.99,0.1
7860,78601,436.9,0.6,0.99,0.1
7861,78611,349.3,0.6,0.99,0.1
7862,78621,361.2,0.6,0.99,0.1
7863,78631,371.0,0.6,0.99,0.1
7864,78641,379.1,0.6,0.99,0.1
7865,78651,468.0,0.6,0.99,0.1
7866,78661,443.8,0.6,0.99,0.1
7867,78671,500.0,0.6,0.99,0.1
7868,78681,433.3,0.6,0.99,0.1
7869,78691,446.0,0.6,0.99,0.1
7870,78701,365.7,0.6,0.99,0.1
7871,78711,336.2,0.6,0.99,0.1
7872,78721,361.8,0.6,0.99,0.1
7873,78731,379.8,0.6,0.99,0.1
7874,78741,321.4,0.6,0.99,0.1
7875,78751,332.1,0.6,0.99,0.1
7876,78761,416.8,0.6,0.99,0.1
7877,78771,376.3,0.6,0.99,0.1
7878,78781,398.9,0.6,0.99,0.1
7879,78791,436.7,0.6,0.99,0.1
7880,78801,471.9,0.6,0.99,0.1
7881,78811,418.2,0.6,0.99,0.1
7882,78821,407.2,0.6,0.99,0.1
7883,78831,405.8,0.6,0.99,0.1
7884,78841,426.7,0.6,0.99,0.1
7885,78851,447.0,0.6,0.99,0.1
7886,78861,351.5,0.6,0.99,0.1
7887,78871,357.0,0.6,0.99,0.1
7888,78881,365.6,0.6,0.99,0.1
7889,78891,359.1,0.6,0.99,0.1
7890,78901,390.3,0.6,0.99,0.1
7891,78911,399.9,0.6,0.99,0.1
7892,78921,293.9,0.6,0.99,0.1
7893,78931,322.5,0.6,0.99,0.1
7894,78941,457.5,0.6,0.99,0.1
7895,78951,468.3,0.6,0.99,0.1
7896,78961,375.4,0.6,0.99,0.1
7897,78971,475.8,0.6,0.99,0.1
7898,78981,375.1,0.6,0.99,0.1
7899,78991,357.0,0.6,0.99,0.1
7900,79001,392.9,0.6,0.99,0.1
7901,79011,360.1,0.6,0.99,0.1
7902,79021,250.5,0.6,0.99,0.1
7903,79031,344.8,0.6,0.99,0.1
7904,79041,439.7,0.6,0.99,0.1
7905,79051,342.7,0.6,0.99,0.1
7906,79061,418.4,0.6,0.99,0.1
7907,79071,392.9,0.6,0.99,0.1
7908,79081,429.4,0.6,0.99,0.1
7909,79091,391.5,0.6,0.99,0.1
7910,79101,408.7,0.6,0.99,0.1
7911,79111,388.0,0.6,0.99,0.1
7912,79121,322.2,0.6,0.99,0.1
7913,79131,394.7,0.6,0.99,0.1
7914,79141,410.4,0.6,0.99,0.1
7915,79151,474.9,0.6,0.99,0.1
7916,79161,403.3,0.6,0.99,0.1
7917,79171,342.5,0.6,0.99,0.1
7918,79181,284.8,0.6,0.99,0.1
7919,79191,409.3,0.6,0.99,0.1
7920,79201,384.3,0.6,0.99,0.1
7921,79211,384.6,0.6,0.99,0.1
7922,79221,367.1,0.6,0.99,0.1
7923,79231,471.2,0.6,0.99,0.1
7924,79241,447.2,0.6,0.99,0.1
7925,79251,423.9,0.6,0.99,0.1
7926,79261,440.4,0.6,0.99,0.1
7927,79271,483.8,0.6,0.99,0.1
7928,79281,497.3,0.6,0.99,0.1
7929,79291,456.7,0.6,0.99,0.1
7930,79301,446.5,0.6,0.99,0.1
7931,79311,397.1,0.6,0.99,0.1
7932,79321,451.0,0.6,0.99,0.1
7933,79331,427.2,0.6,0.99,0.1
7934,79341,403.3,0.6,0.99,0.1
7935,79351,457.3,0.6,0.99,0.1
7936,79361,352.4,0.6,0.99,0.1
7937,79371,491.7,0.6,0.99,0.1
7938,79381,466.8,0.6,0.99,0.1
7939,79391,283.0,0.6,0.99,0.1
7940,79401,445.8,0.6,0.99,0.1
7941,79411,430.8,0.6,0.99,0.1
7942,79421,429.4,0.6,0.99,0.1
7943,79431,300.2,0.6,0.99,0.1
7944,79441,438.3,0.6,0.99,0.1
7945,79451,353.2,0.6,0.99,0.1
7946,79461,406.9,0.6,0.99,0.1
7947,79471,360.8,0.6,0.99,0.1
7948,79481,414.4,0.6,0.99,0.1
7949,79491,424.5,0.6,0.99,0.1
7950,79501,331.5,0.6,0.99,0.1
7951,79511,430.2,0.6,0.99,0.1
7952,79521,384.3,0.6,0.99,0.1
7953,79531,413.3,0.6,0.99,0.1
7954,79541,486.0,0.6,0.99,0.1
7955,79551,467.5,0.6,0.99,0.1
7956,79561,487.4,0.6,0.99,0.1
7957,79571,445.7,0.6,0.99,0.1
7958,79581,342.6,0.6,0.99,0.1
7959,79591,399.0,0.6,0.99,0.1
7960,79601,380.3,0.6,0.99,0.1
7961,79611,423.4,0.6,0.99,0.1
7962,79621,419.8,0.6,0.99,0.1
7963,79631,471.0,0.6,0.99,0.1
7964,79641,410.6,0.6,0.99,0.1
7965,79651,424.0,0.6,0.99,0.1
7966,79661,414.3,0.6,0.99,0.1
7967,79671,368.7,0.6,0.99,0.1
7968,79681,423.4,0.6,0.99,0.1
7969,79691,414.7,0.6,0.99,0.1
7970,79701,488.4,0.6,0.99,0.1
7971,79711,467.2,0.6,0.99,0.1
7972,79721,380.8,0.6,0.99,0.1
7973,79731,430.9,0.6,0.99,0.1
7974,79741,449.1,0.6,0.99,0.1
7975,79751,372.5,0.6,0.99,0.1
7976,79761,391.4,0.6,0.99,0.1
7977,79771,494.0,0.6,0.99,0.1
7978,79781,486.6,0.6,0.99,0.1
7979,79791,257.3,0.6,0.99,0.1
7980,79801,411.5,0.6,0.99,0.1
7981,79811,432.6,0.6,0.99,0.1
7982,79821,440.2,0.6,0.99,0.1
7983,79831,475.5,0.6,0.99,0.1
7984,79841,442.2,0.6,0.99,0.1
7985,79851,409.5,0.6,0.99,0.1
7986,79861,392.8,0.6,0.99,0.1
7987,79871,478.7,0.6,0.99,0.1
7988,79881,380.1,0.6,0.99,0.1
7989,79891,399.0,0.6,0.99,0.1
7990,79901,295.6,0.6,0.99,0.1
7991,79911,429.3,0.6,0.99,0.1
7992,79921,333.2,0.6,0.99,0.1
7993,79931,482.0,0.6,0.99,0.1
7994,79941,448.9,0.6,0.99,0.1
7995,79951,372.1,0.6,0.99,0.1
7996,79961,394.4,0.6,0.99,0.1
7997,79971,432.6,0.6,0.99,0.1
7998,79981,337.8,0.6,0.99,0.1
7999,79991,450.9,0.6,0.99,0.1
8000,80001,294.4,0.6,0.99,0.1
8001,80011,411.8,0.6,0.99,0.1
8002,80021,380.8,0.6,0.99,0.1
8003,80031,377.2,0.6,0.99,0.1
8004,80041,427.5,0.6,0.99,0.1
8005,80051,393.1,0.6,0.99,0.1
8006,80061,413.7,0.6,0.99,0.1
8007,80071,340.4,0.6,0.99,0.1
8008,80081,459.5,0.6,0.99,0.1
8009,80091,455.3,0.6,0.99,0.1
8010,80101,335.7,0.6,0.99,0.1
8011,80111,354.6,0.6,0.99,0.1
8012,80121,399.6,0.6,0.99,0.1
8013,80131,332.0,0.6,0.99,0.1
8014,80141,287.6,0.6,0.99,0.1
8015,80151,402.1,0.6,0.99,0.1
8016,80161,362.2,0.6,0.99,0.1
8017,80171,370.7,0.6,0.99,0.1
8018,80181,280.5,0.6,0.99,0.1
8019,80191,370.6,0.6,0.99,0.1
8020,80201,313.0,0.6,0.99,0.1
8021,80211,418.4,0.6,0.99,0.1
8022,80221,462.3,0.6,0.99,0.1
8023,80231,369.5,0.6,0.99,0.1
8024,80241,376.5,0.6,0.99,0.1
8025,80251,341.7,0.6,0.99,0.1
8026,80261,474.2,0.6,0.99,0.1
8027,80271,411.8,0.6,0.99,0.1
8028,80281,408.8,0.6,0.99,0.1
8029,80291,460.4,0.6,0.99,0.1
8030,80301,466.0,0.6,0.99,0.1
8031,80311,363.1,0.6,0.99,0.1
8032,80321,454.8,0.6,0.99,0.1
8033,80331,470.1,0.6,0.99,0.1
8034,80341,465.9,0.6,0.99,0.1
8035,80351,405.0,0.6,0.99,0.1
8036,80361,376.1,0.6,0.99,0.1
8037,80371,445.9,0.6,0.99,0.1
8038,80381,464.5,0.6,0.99,0.1
8039,80391,404.4,0.6,0.99,0.1
8040,80401,313.8,0.6,0.99,0.1
8041,80411,397.7,0.6,0.99,0.1
8042,80421,391.1,0.6,0.99,0.1
8043,80431,404.8,0.6,0.99,0.1
8044,80441,401.7,0.6,0.99,0.1
8045,80451,385.3,0.6,0.99,0.1
8046,80461,324.6,0.6,0.99,0.1
8047,80471,450.8,0.6,0.99,0.1
8048,80481,397.5,0.6,0.99,0.1
8049,80491,430.0,0.6,0.99,0.1
8050,80501,388.5,0.6,0.99,0.1
8051,80511,409.3,0.6,0.99,0.1
8052,80521,423.7,0.6,0.99,0.1
8053,80531,491.4,0.6,0.99,0.1
8054,80541,452.5,0.6,0.99,0.1
8055,80551,367.4,0.6,0.99,0.1
8056,80561,314.4,0.6,0.99,0.1
8057,80571,430.4,0.6,0.99,0.1
8058,80581,443.3,0.6,0.99,0.1
8059,80591,403.3,0.6,0.99,0.1
8060,80601,410.3,0.6,0.99,0.1
8061,80611,441.8,0.6,0.99,0.1
8062,80621,423.2,0.6,0.99,0.1
8063,80631,335.7,0.6,0.99,0.1
8064,80641,469.8,0.6,0.99,0.1
8065,80651,376.1,0.6,0.99,0.1
8066,80661,425.2,0.6,0.99,0.1
8067,80671,327.8,0.6,0.99,0.1
8068,80681,470.2,0.6,0.99,0.1
8069,80691,362.8,0.6,0.99,0.1
8070,80701,500.0,0.6,0.99,0.1
8071,80711,448.5,0.6,0.99,0.1
8072,80721,434.0,0.6,0.99,0.1
8073,80731,420.1,0.6,0.99,0.1
8074,80741,470.0,0.6,0.99,0.1
8075,80751,422.6,0.6,0.99,0.1
8076,80761,478.0,0.6,0.99,0.1
8077,80771,452.0,0.6,0.99,0.1
8078,80781,359.1,0.6,0.99,0.1
8079,80791,428.3,0.6,0.99,0.1
8080,80801,382.5,0.6,0.99,0.1
8081,80811,477.7,0.6,0.99,0.1
8082,80821,423.6,0.6,0.99,0.1
8083,80831,500.0,0.6,0.99,0.1
8084,80841,500.0,0.6,0.99,0.1
8085,80851,489.3,0.6,0.99,0.1
8086,80861,363.1,0.6,0.99,0.1
8087,80871,410.8,0.6,0.99,0.1
8088,80881,380.9,0.6,0.99,0.1
8089,80891,458.7,0.6,0.99,0.1
8090,80901,434.0,0.6,0.99,0.1
8091,80911,486.2,0.6,0.99,0.1
8092,80921,459.1,0.6,0.99,0.1
8093,80931,438.1,0.6,0.99,0.1
8094,80941,455.3,0.6,0.99,0.1
8095,80951,428.3,0.6,0.99,0.1
8096,80961,490.6,0.6,0.99,0.1
8097,80971,464.7,0.6,0.99,0.1
8098,80981,498.9,0.6,0.99,0.1
8099,80991,378.2,0.6,0.99,0.1
8100,81001,419.5,0.6,0.99,0.1
8101,81011,469.0,0.6,0.99,0.1
8102,81021,455.6,0.6,0.99,0.1
8103,81031,391.1,0.6,0.99,0.1
8104,81041,312.3,0.6,0.99,0.1
8105,81051,452.0,0.6,0.99,0.1
8106,81061,493.0,0.6,0.99,0.1
8107,81071,449.6,0.6,0.99,0.1
8108,81081,479.0,0.6,0.99,0.1
8109,81091,435.9,0.6,0.99,0.1
8110,81101,491.0,0.6,0.99,0.1
8111,81111,384.9,0.6,0.99,0.1
8112,81121,399.3,0.6,0.99,0.1
8113,81131,329.8,0.6,0.99,0.1
8114,81141,357.7,0.6,0.99,0.1
8115,81151,465.1,0.6,0.99,0.1
8116,81161,397.2,0.6,0.99,0.1
8117,81171,444.5,0.6,0.99,0.1
8118,81181,499.4,0.6,0.99,0.1
8119,81191,475.7,0.6,0.99,0.1
8120,81201,479.9,0.6,0.99,0.1
8121,81211,410.0,0.6,0.99,0.1
8122,81221,392.5,0.6,0.99,0.1
8123,81231,445.8,0.6,0.99,0.1
8124,81241,500.0,0.6,0.99,0.1
8125,81251,435.2,0.6,0.99,0.1
8126,81261,436.3,0.6,0.99,0.1
8127,81271,430.0,0.6,0.99,0.1
8128,81281,386.3,0.6,0.99,0.1
8129,81291,314.5,0.6,0.99,0.1
8130,81301,440.3,0.6,0.99,0.1
8131,81311,374.2,0.6,0.99,0.1
8132,81321,412.5,0.6,0.99,0.1
8133,81331,404.8,0.6,0.99,0.1
8134,81341,459.6,0.6,0.99,0.1
8135,81351,487.0,0.6,0.99,0.1
8136,81361,415.6,0.6,0.99,0.1
8137,81371,441.7,0.6,0.99,0.1
8138,81381,458.1,0.6,0.99,0.1
8139,81391,325.0,0.6,0.99,0.1
8140,81401,466.0,0.6,0.99,0.1
8141,81411,457.4,0.6,0.99,0.1
8142,81421,313.6,0.6,0.99,0.1
8143,81431,339.2,0.6,0.99,0.1
8144,81441,376.2,0.6,0.99,0.1
8145,81451,418.9,0.6,0.99,0.1
8146,81461,423.9,0.6,0.99,0.1
8147,81471,462.2,0.6,0.99,0.1
8148,81481,500.0,0.6,0.99,0.1
8149,81491,489.0,0.6,0.99,0.1
8150,81501,432.3,0.6,0.99,0.1
8151,81511,340.8,0.6,0.99,0.1
8152,81521,432.5,0.6,0.99,0.1
8153,81531,436.1,0.6,0.99,0.1
8154,81541,428.8,0.6,0.99,0.1
8155,81551,367.8,0.6,0.99,0.1
8156,81561,366.3,0.6,0.99,0.1
8157,81571,416.1,0.6,0.99,0.1
8158,81581,360.7,0.6,0.99,0.1
8159,81591,448.0,0.6,0.99,0.1
8160,81601,434.3,0.6,0.99,0.1
8161,81611,411.8,0.6,0.99,0.1
8162,81621,396.3,0.6,0.99,0.1
8163,81631,348.1,0.6,0.99,0.1
8164,81641,397.6,0.6,0.99,0.1
8165,81651,456.1,0.6,0.99,0.1
8166,81661,419.7,0.6,0.99,0.1
8167,81671,368.5,0.6,0.99,0.1
8168,81681,398.0,0.6,0.99,0.1
8169,81691,371.8,0.6,0.99,0.1
8170,81701,464.9,0.6,0.99,0.1
8171,81711,500.0,0.6,0.99,0.1
8172,81721,412.4,0.6,0.99,0.1
8173,81731,325.0,0.6,0.99,0.1
8174,81741,333.7,0.6,0.99,0.1
8175,81751,458.1,0.6,0.99,0.1
8176,81761,399.8,0.6,0.99,0.1
8177,81771,464.9,0.6,0.99,0.1
8178,81781,451.4,0.6,0.99,0.1
8179,81791,414.2,0.6,0.99,0.1
8180,81801,437.0,0.6,0.99,0.1
8181,81811,441.8,0.6,0.99,0.1
8182,81821,354.4,0.6,0.99,0.1
8183,81831,367.2,0.6,0.99,0.1
8184,81841,484.7,0.6,0.99,0.1
8185,81851,481.1,0.6,0.99,0.1
8186,81861,448.3,0.6,0.99,0.1
8187,81871,440.4,0.6,0.99,0.1
8188,81881,422.0,0.6,0.99,0.1
8189,81891,429.4,0.6,0.99,0.1
8190,81901,359.0,0.6,0.99,0.1
8191,81911,477.6,0.6,0.99,0.1
8192,81921,495.0,0.6,0.99,0.1
8193,81931,388.7,0.6,0.99,0.1
8194,81941,373.7,0.6,0.99,0.1
8195,81951,398.1,0.6,0.99,0.1
8196,81961,434.5,0.6,0.99,0.1
8197,81971,408.9,0.6,0.99,0.1
8198,81981,373.1,0.6,0.99,0.1
8199,81991,376.4,0.6,0.99,0.1
8200,82001,365.4,0.6,0.99,0.1
8201,82011,424.0,0.6,0.99,0.1
8202,82021,360.8,0.6,0.99,0.1
8203,82031,342.9,0.6,0.99,0.1
8204,82041,308.7,0.6,0.99,0.1
8205,82051,383.6,0.6,0.99,0.1
8206,82061,422.6,0.6,0.99,0.1
8207,82071,284.3,0.6,0.99,0.1
8208,82081,473.9,0.6,0.99,0.1
8209,82091,378.9,0.6,0.99,0.1
8210,82101,399.4,0.6,0.99,0.1
8211,82111,431.9,0.6,0.99,0.1
8212,82121,368.5,0.6,0.99,0.1
8213,82131,392.3,0.6,0.99,0.1
8214,82141,388.1,0.6,0.99,0.1
8215,82151,378.0,0.6,0.99,0.1
8216,82161,332.3,0.6,0.99,0.1
8217,82171,408.6,0.6,0.99,0.1
8218,82181,469.7,0.6,0.99,0.1
8219,82191,430.0,0.6,0.99,0.1
8220,82201,350.4,0.6,0.99,0.1
8221,82211,365.1,0.6,0.99,0.1
8222,82221,333.8,0.6,0.99,0.1
8223,82231,448.8,0.6,0.99,0.1
8224,82241,466.1,0.6,0.99,0.1
8225,82251,410.9,0.6,0.99,0.1
8226,82261,444.3,0.6,0.99,0.1
8227,82271,476.5,0.6,0.99,0.1
8228,82281,417.7,0.6,0.99,0.1
8229,82291,445.1,0.6,0.99,0.1
8230,82301,430.1,0.6,0.99,0.1
8231,82311,403.6,0.6,0.99,0.1
8232,82321,466.1,0.6,0.99,0.1
8233,82331,494.6,0.6,0.99,0.1
8234,82341,429.7,0.6,0.99,0.1
8235,82351,435.7,0.6,0.99,0.1
8236,82361,457.2,0.6,0.99,0.1
8237,82371,433.5,0.6,0.99,0.1
8238,82381,500.0,0.6,0.99,0.1
8239,82391,475.7,0.6,0.99,0.1
8240,82401,498.9,0.6,0.99,0.1
8241,82411,485.9,0.6,0.99,0.1
8242,82421,500.0,0.6,0.99,0.1
8243,82431,500.0,0.6,0.99,0.1
8244,82441,500.0,0.6,0.99,0.1
8245,82451,470.5,0.6,0.99,0.1
8246,82461,421.3,0.6,0.99,0.1
8247,82471,500.0,0.6,0.99,0.1
8248,82481,420.0,0.6,0.99,0.1
8249,82491,421.3,0.6,0.99,0.1
8250,82501,409.3,0.6,0.99,0.1
8251,82511,410.4,0.6,0.99,0.1
8252,82521,403.9,0.6,0.99,0.1
8253,82531,425.1,0.6,0.99,0.1
8254,82541,470.8,0.6,0.99,0.1
8255,82551,448.8,0.6,0.99,0.1
8256,82561,427.9,0.6,0.99,0.1
8257,82571,464.8,0.6,0.99,0.1
8258,82581,477.3,0.6,0.99,0.1
8259,82591,429.5,0.6,0.99,0.1
8260,82601,419.1,0.6,0.99,0.1
8261,82611,420.9,0.6,0.99,0.1
8262,82621,441.9,0.6,0.99,0.1
8263,82631,358.2,0.6,0.99,0.1
8264,82641,500.0,0.6,0.99,0.1
8265,82651,489.9,0.6,0.99,0.1
8266,82661,486.8,0.6,0.99,0.1
8267,82671,457.8,0.6,0.99,0.1
8268,82681,481.5,0.6,0.99,0.1
8269,82691,427.2,0.6,0.99,0.1
8270,82701,445.4,0.6,0.99,0.1
8271,82711,429.8,0.6,0.99,0.1
8272,82721,454.1,0.6,0.99,0.1
8273,82731,373.4,0.6,0.99,0.1
8274,82741,339.6,0.6,0.99,0.1
8275,82751,439.6,0.6,0.99,0.1
8276,82761,455.8,0.6,0.99,0.1
8277,82771,408.0,0.6,0.99,0.1
8278,82781,290.5,0.6,0.99,0.1
8279,82791,420.2,0.6,0.99,0.1
8280,82801,290.1,0.6,0.99,0.1
8281,82811,283.5,0.6,0.99,0.1
8282,82821,269.5,0.6,0.99,0.1
8283,82831,432.2,0.6,0.99,0.1
8284,82841,368.4,0.6,0.99,0.1
8285,82851,338.1,0.6,0.99,0.1
8286,82861,268.4,0.6,0.99,0.1
8287,82871,285.1,0.6,0.99,0.1
8288,82881,347.7,0.6,0.99,0.1
8289,82891,361.9,0.6,0.99,0.1
8290,82901,333.6,0.6,0.99,0.1
8291,82911,424.7,0.6,0.99,0.1
8292,82921,475.9,0.6,0.99,0.1
8293,82931,407.1,0.6,0.99,0.1
8294,82941,402.0,0.6,0.99,0.1
8295,82951,365.8,0.6,0.99,0.1
8296,82961,356.8,0.6,0.99,0.1
8297,82971,463.4,0.6,0.99,0.1
8298,82981,482.5,0.6,0.99,0.1
8299,82991,416.4,0.6,0.99,0.1
8300,83001,425.8,0.6,0.99,0.1
8301,83011,410.2,0.6,0.99,0.1
8302,83021,415.8,0.6,0.99,0.1
8303,83031,366.0,0.6,0.99,0.1
8304,83041,362.7,0.6,0.99,0.1
8305,83051,414.4,0.6,0.99,0.1
8306,83061,391.0,0.6,0.99,0.1
8307,83071,404.5,0.6,0.99,0.1
8308,83081,442.1,0.6,0.99,0.1
8309,83091,396.0,0.6,0.99,0.1
8310,83101,425.0,0.6,0.99,0.1
8311,83111,352.6,0.6,0.99,0.1
8312,83121,267.5,0.6,0.99,0.1
8313,83131,393.7,0.6,0.99,0.1
8314,83141,418.0,0.6,0.99,0.1
8315,83151,440.8,0.6,0.99,0.1
8316,83161,377.1,0.6,0.99,0.1
8317,83171,422.1,0.6,0.99,0.1
8318,83181,427.1,0.6,0.99,0.1
8319,83191,460.3,0.6,0.99,0.1
8320,83201,348.6,0.6,0.99,0.1
8321,83211,435.2,0.6,0.99,0.1
8322,83221,462.3,0.6,0.99,0.1
8323,83231,495.9,0.6,0.99,0.1
8324,83241,422.9,0.6,0.99,0.1
8325,83251,381.5,0.6,0.99,0.1
8326,83261,311.4,0.6,0.99,0.1
8327,83271,425.9,0.6,0.99,0.1
8328,83281,457.7,0.6,0.99,0.1
8329,83291,469.4,0.6,0.99,0.1
8330,83301,427.7,0.6,0.99,0.1
8331,83311,405.0,0.6,0.99,0.1
8332,83321,278.4,0.6,0.99,0.1
8333,83331,360.4,0.6,0.99,0.1
8334,83341,457.2,0.6,0.99,0.1
8335,83351,430.5,0.6,0.99,0.1
8336,83361,439.2,0.6,0.99,0.1
8337,83371,327.2,0.6,0.99,0.1
8338,83381,488.5,0.6,0.99,0.1
8339,83391,367.8,0.6,0.99,0.1
8340,83401,324.4,0.6,0.99,0.1
8341,83411,339.9,0.6,0.99,0.1
8342,83421,380.4,0.6,0.99,0.1
8343,83431,409.6,0.6,0.99,0.1
8344,83441,439.1,0.6,0.99,0.1
8345,83451,444.0,0.6,0.99,0.1
8346,83461,303.6,0.6,0.99,0.1
8347,83471,452.0,0.6,0.99,0.1
8348,83481,466.9,0.6,0.99,0.1
8349,83491,469.6,0.6,0.99,0.1
8350,83501,456.9,0.6,0.99,0.1
8351,83511,497.3,0.6,0.99,0.1
8352,83521,441.3,0.6,0.99,0.1
8353,83531,422.6,0.6,0.99,0.1
8354,83541,486.4,0.6,0.99,0.1
8355,83551,465.2,0.6,0.99,0.1
8356,83561,479.0,0.6,0.99,0.1
8357,83571,445.2,0.6,0.99,0.1
8358,83581,478.7,0.6,0.99,0.1
8359,83591,456.0,0.6,0.99,0.1
8360,83601,467.3,0.6,0.99,0.1
8361,83611,488.9,0.6,0.99,0.1
8362,83621,458.6,0.6,0.99,0.1
8363,83631,500.0,0.6,0.99,0.1
8364,83641,454.9,0.6,0.99,0.1
8365,83651,421.9,0.6,0.99,0.1
8366,83661,462.6,0.6,0.99,0.1
8367,83671,474.0,0.6,0.99,0.1
8368,83681,473.0,0.6,0.99,0.1
8369,83691,409.3,0.6,0.99,0.1
8370,83701,354.9,0.6,0.99,0.1
8371,83711,425.3,0.6,0.99,0.1
8372,83721,421.1,0.6,0.99,0.1
8373,83731,422.9,0.6,0.99,0.1
8374,83741,375.1,0.6,0.99,0.1
8375,83751,413.6,0.6,0.99,0.1
8376,83761,454.3,0.6,0.99,0.1
8377,83771,370.1,0.6,0.99,0.1
8378,83781,443.0,0.6,0.99,0.1
8379,83791,393.1,0.6,0.99,0.1
8380,83801,345.0,0.6,0.99,0.1
8381,83811,344.4,0.6,0.99,0.1
8382,83821,478.2,0.6,0.99,0.1
8383,83831,386.4,0.6,0.99,0.1
8384,83841,482.4,0.6,0.99,0.1
8385,83851,428.3,0.6,0.99,0.1
8386,83861,403.9,0.6,0.99,0.1
8387,83871,415.1,0.6,0.99,0.1
8388,83881,345.9,0.6,0.99,0.1
8389,83891,467.8,0.6,0.99,0.1
8390,83901,333.5,0.6,0.99,0.1
8391,83911,389.9,0.6,0.99,0.1
8392,83921,410.2,0.6,0.99,0.1
8393,83931,434.9,0.6,0.99,0.1
8394,83941,285.9,0.6,0.99,0.1
8395,83951,342.1,0.6,0.99,0.1
8396,83961,349.8,0.6,0.99,0.1
8397,83971,354.8,0.6,0.99,0.1
8398,83981,332.1,0.6,0.99,0.1
8399,83991,396.3,0.6,0.99,0.1
8400,84001,360.0,0.6,0.99,0.1
8401,84011,408.3,0.6,0.99,0.1
8402,84021,449.7,0.6,0.99,0.1
8403,84031,482.6,0.6,0.99,0.1
8404,84041,435.1,0.6,0.99,0.1
8405,84051,463.0,0.6,0.99,0.1
8406,84061,382.9,0.6,0.99,0.1
8407,84071,416.0,0.6,0.99,0.1
8408,84081,457.9,0.6,0.99,0.1
8409,84091,355.3,0.6,0.99,0.1
8410,84101,376.0,0.6,0.99,0.1
8411,84111,445.0,0.6,0.99,0.1
8412,84121,406.3,0.6,0.99,0.1
8413,84131,388.7,0.6,0.99,0.1
8414,84141,485.8,0.6,0.99,0.1
8415,84151,488.5,0.6,0.99,0.1
8416,84161,342.4,0.6,0.99,0.1
8417,84171,424.6,0.6,0.99,0.1
8418,84181,438.6,0.6,0.99,0.1
8419,84191,424.1,0.6,0.99,0.1
8420,84201,361.2,0.6,0.99,0.1
8421,84211,426.1,0.6,0.99,0.1
8422,84221,345.4,0.6,0.99,0.1
8423,84231,374.8,0.6,0.99,0.1
8424,84241,265.8,0.6,0.99,0.1
8425,84251,359.0,0.6,0.99,0.1
8426,84261,383.1,0.6,0.99,0.1
8427,84271,356.7,0.6,0.99,0.1
8428,84281,387.1,0.6,0.99,0.1
8429,84291,348.8,0.6,0.99,0.1
8430,84301,371.1,0.6,0.99,0.1
8431,84311,424.1,0.6,0.99,0.1
8432,84321,450.7,0.6,0.99,0.1
8433,84331,399.0,0.6,0.99,0.1
8434,84341,387.8,0.6,0.99,0.1
8435,84351,426.4,0.6,0.99,0.1
8436,84361,324.1,0.6,0.99,0.1
8437,84371,335.0,0.6,0.99,0.1
8438,84381,305.3,0.6,0.99,0.1
8439,84391,488.6,0.6,0.99,0.1
8440,84401,363.2,0.6,0.99,0.1
8441,84411,408.5,0.6,0.99,0.1
8442,84421,391.2,0.6,0.99,0.1
8443,84431,384.5,0.6,0.99,0.1
8444,84441,398.0,0.6,0.99,0.1
8445,84451,430.0,0.6,0.99,0.1
8446,84461,413.4,0.6,0.99,0.1
8447,84471,358.1,0.6,0.99,0.1
8448,84481,310.9,0.6,0.99,0.1
8449,84491,357.7,0.6,0.99,0.1
8450,84501,406.9,0.6,0.99,0.1
8451,84511,366.6,0.6,0.99,0.1
8452,84521,360.6,0.6,0.99,0.1
8453,84531,393.1,0.6,0.99,0.1
8454,84541,434.5,0.6,0.99,0.1
8455,84551,418.5,0.6,0.99,0.1
8456,84561,446.5,0.6,0.99,0.1
8457,84571,411.3,0.6,0.99,0.1
8458,84581,399.1,0.6,0.99,0.1
8459,84591,340.4,0.6,0.99,0.1
8460,84601,401.4,0.6,0.99,0.1
8461,84611,448.4,0.6,0.99,0.1
8462,84621,343.1,0.6,0.99,0.1
8463,84631,388.0,0.6,0.99,0.1
8464,84641,374.8,0.6,0.99,0.1
8465,84651,330.6,0.6,0.99,0.1
8466,84661,483.7,0.6,0.99,0.1
